,id,Date,Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month_end_day,Province
208524,208595,2016-06-29,"6 hillcrest, mullinary, carrickmacross",,Monaghan,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208528,208564,2016-06-29,"36 errigal view, ballaghderg, letterkenny",,Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208573,208659,2016-06-29,"knockatemple, virginia, cavan",,Cavan,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208623,208674,2016-06-29,"woodlands, letterkenny, donegal",,Donegal,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208681,208701,2016-06-30,"12a forrest park, killygordon, lifford",,Donegal,37500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208703,208862,2016-06-30,"atlantic view, brainaleck, co donegal",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208715,208896,2016-06-30,"knockastolar, bunbeg, donegal",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208728,208731,2016-06-30,"2 carraig beag, cootehill, co cavan",,Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208729,208919,2016-06-30,"the cottage, mullinary, carrickmacross",,Monaghan,93000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208730,208846,2016-06-30,"9 amberwood, ballyconnell, cavan",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208733,208871,2016-06-30,"barton house, oldtown, letterkenny",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208734,208877,2016-06-30,"cavanweary, castlefin, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208753,208843,2016-06-30,"82 ashlea, killea, donegal",,Donegal,121000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208768,208927,2016-06-30,"tromaty, quigleys point, co donegal",,Donegal,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208772,208743,2016-06-30,"22 kilmore willows, ballyjamesduff, cavan",,Cavan,149500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208840,208889,2016-06-30,"ennerdale house, fahan, buncrana",,Donegal,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208845,208875,2016-06-30,"cashelhannaghan, letterkenny, donegal",,Donegal,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208919,208675,2016-06-30,"1 an tur, bunbeg crossroads, bunbeg",,Donegal,803355.7,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
208930,209195,2016-01-07,"gortnamullen, killourt, malin head",,Donegal,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
208939,209152,2016-01-07,"apartment 2 marine court, atlantic way, bundoran",,Donegal,37000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
208959,209050,2016-01-07,"35 ard o donnell, letterkenny, county donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
208960,209075,2016-01-07,"49 coylin court, ramelton, donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
208999,209141,2016-01-07,"8a the drumlins, glenside road, cavan",,Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209021,209099,2016-01-07,"59 college park, glencar, letterkenny",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209033,209149,2016-01-07,"95 highfield, carrickmacross, monaghan",,Monaghan,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209051,209044,2016-01-07,"32 ardravan heights, buncrana, donegal",,Donegal,156000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209064,209182,2016-01-07,"coolmain, monaghan",,Monaghan,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209076,209185,2016-01-07,"cullies, cavan",,Cavan,187500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
209276,209233,2016-04-07,"10 riverside close, ballinode, monaghan",,Monaghan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-04-30,Ulster
209289,209357,2016-04-07,"drumineary, mount charles, co donegal",,Donegal,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-04-30,Ulster
209305,209340,2016-04-07,"ard na mara, drung, quigleys point",,Donegal,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-04-30,Ulster
209389,209431,2016-05-07,"215 summerhill apts, main street, bundoran",,Donegal,37000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209399,209523,2016-05-07,"chapel lake cottage, beglieve, bailieborough",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209411,209541,2016-05-07,"moyra, falcarraigh, letterkenny",,Donegal,87000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209418,209520,2016-05-07,"bundoran house, east end, bundoran",,Donegal,99000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209451,209463,2016-05-07,"4 foxfield, carrickmacross, monaghan",,Monaghan,158000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209471,209400,2016-05-07,"137 meadow hill, ardarawer, letterkenny",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209472,209522,2016-05-07,"castle square, castleblayney, co. monaghan",,Monaghan,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-05-31,Ulster
209559,209640,2016-06-07,"43 scotshouse close, scotshouse, clones",,Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
209568,209617,2016-06-07,"3 killycard manor, castleblayney, monaghan",,Monaghan,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
209603,209589,2016-06-07,"178 meadowhill, letterkenny, donegal",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
209606,209618,2016-06-07,"3 laganore, portnablagh, co donegal",,Donegal,129000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
209663,209693,2016-06-07,"breenagh, letterkenny, donegal",,Donegal,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-06-30,Ulster
209725,209784,2016-07-07,"298 ard mc carron, ballybofey, co donegal",,Donegal,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209732,209762,2016-07-07,"2 westend, granard rd, ballyjamesduff",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209745,209879,2016-07-07,"carrickmcgarvey, derrybeg, letterkenny",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209751,209912,2016-07-07,"tavanaskea, castleblayney, monaghan",,Monaghan,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209775,209769,2016-07-07,"23 bree, castleblaney, co. monaghan",,Monaghan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209782,209772,2016-07-07,"24 solomons court, glencar scotch, letterkenny",,Donegal,107000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209791,209741,2016-07-07,"12 grove park, ballyjamesduff, cavan",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209885,209898,2016-07-07,"muckross, st. ernans, county donegal",,Donegal,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
209937,209947,2016-08-07,"12 cluain barron, ballyshannon, donegal",,Donegal,57000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
209947,210149,2016-08-07,"apt 7, redcastle hotel, redcastle",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
209956,210039,2016-08-07,"4 holiday village, glencolmcille, donegal",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
209988,210176,2016-08-07,"kilmacreddan, inver, co donegal",,Donegal,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
210048,210001,2016-08-07,"25 yew park, virginia, cavan",,Cavan,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
210075,210203,2016-08-07,"tirnaskea north, tydavnet, co monaghan",,Monaghan,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
210093,209983,2016-08-07,"2 maple crescent, drumheel, virginia",,Cavan,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-08-31,Ulster
210218,210275,2016-11-07,"36 harmony heights, cavan, cavan",,Cavan,52000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-11-30,Ulster
210234,210228,2016-11-07,"12 lios na greine, burnfoot, county donegal",,Donegal,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-11-30,Ulster
210243,210273,2016-11-07,"35 rossview, bundoran, co donegal",,Donegal,89000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-11-30,Ulster
210246,210335,2016-11-07,"greagh, loughmourne, castleblayney",,Monaghan,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-11-30,Ulster
210264,210213,2016-11-07,"1 tulach ard, virginia, cavan",,Cavan,151000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-11-30,Ulster
210411,210427,2016-12-07,"48 doon heights, ballyconnell, cavan",,Cavan,124000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-12-31,Ulster
210412,210485,2016-12-07,"donagh, glaslough, co.monaghan",,Monaghan,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-12-31,Ulster
210430,210483,2016-12-07,"corleck, aghabog, smithboro",,Monaghan,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-12-31,Ulster
210431,210491,2016-12-07,"lismeen, ballyjamesduff, cavan",,Cavan,163500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-12-31,Ulster
210433,210374,2016-12-07,"15 alderwood carrickmacross, carrickmacross, monaghan",,Monaghan,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-12-31,Ulster
210508,210516,2016-07-13,"13 oriel park, emyvale, monaghan",,Monaghan,20000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210512,210579,2016-07-13,"5 carn gardens, clones, monaghan",,Monaghan,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210530,210566,2016-07-13,"35 doran close, bundoran, donegal",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210534,210539,2016-07-13,"2 lurgyvale cottages, kilmacrennan, county donegal",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210535,210591,2016-07-13,"7 lurgyvale cottages, kilmacrennan, donegal",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210536,210603,2016-07-13,"8 lurgyvale cottages, kilmacrennan, co donegal",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210537,210606,2016-07-13,"9 lurgyvale cottages, kilmacrennan, co. donegal",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210539,210643,2016-07-13,"lower glassagh, brinaleck gweedore, donegal",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210556,210621,2016-07-13,"chalet 1, figart, dunfanaghy",,Donegal,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210563,210627,2016-07-13,"drumbee, kilnaleck, cavan",,Cavan,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210585,210572,2016-07-13,"4 fintra bay, killybegs, donegal",,Donegal,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210661,210791,2016-07-14,"bridge st, killybegs, donegal",,Donegal,28000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210688,210779,2016-07-14,"appartment 16 mill park ap, the mullins, donegal town",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210722,210662,2016-07-14,"1 coolshannagh close, monaghan, monaghan",,Monaghan,166000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210821,210933,2016-07-15,"37 barrick hill, belturber, co cavan",,Cavan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210833,211032,2016-07-15,"apartment 10, fortwell, letterkenny",,Donegal,48000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210849,211031,2016-07-15,"annadale, forquar, milford",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210869,211009,2016-07-15,"8 station lane, cavan, cavan",,Cavan,83071.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210871,210974,2016-07-15,"6 market house lane, emyvale, monaghan",,Monaghan,87500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210872,210828,2016-07-15,"10 elismere court, bundoran, donegal",,Donegal,88000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210873,211003,2016-07-15,"8 an crannla, dransha, buncrana",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210888,211085,2016-07-15,"keenaghan, kilcar, co. donegal",,Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
210987,211084,2016-07-15,"island, virginia, cavan",,Cavan,237500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211003,211109,2016-07-15,"rosapenna cottages, downings, carrigart",,Donegal,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211131,211132,2016-07-16,"drumlaney, cavan",,Cavan,194000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211134,211135,2016-07-17,"30 benwhisken, bundoran, donegal",,Donegal,86000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211153,211179,2016-07-18,"20 st phelims place, cavan, cavan",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211154,211154,2016-07-18,"13 ash meadows, stranorlar, co donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211175,211283,2016-07-18,"tullyally, redcastle, co donegal",,Donegal,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211297,211383,2016-07-19,"75 lower main street, letterkenny, co donegal",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211318,211384,2016-07-19,"79 lower main st, letterkenny, donegal",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211362,211391,2016-07-19,"9 cornerville, buncrana, co donegal",,Donegal,176346.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211370,211413,2016-07-19,"coolcholly, ballyshannon, donegal",,Donegal,196000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211444,211523,2016-07-20,"4 bridge street, killybegs, co donegal",,Donegal,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211446,211627,2016-07-20,"st. catherines row, killybegs, county donegal",,Donegal,38000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211447,211504,2016-07-20,"27 an bonnan bui way, blacklion, co cavan",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211449,211586,2016-07-20,"9 cockhill view, cavan, cavan",,Cavan,43000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211468,211472,2016-07-20,"14 plunkett oboyle terrace, letterkenny, donegal",,Donegal,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211494,211581,2016-07-20,"8 cluainn aoibhinn, swellan, cavan",,Cavan,108000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211585,211633,2016-07-20,"tullynaskeagh east, carrickmacross, monaghan",,Monaghan,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211693,211787,2016-07-21,"apt 1 24/25/26 market street, monaghan",,Monaghan,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211834,212084,2016-07-22,"drumdoit, castlefin, county donegal",,Donegal,15000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211837,211953,2016-07-22,"31 hall st, clones rd, ballybay",,Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211838,212105,2016-07-22,"mccurtain street, clones, co monaghan",,Monaghan,43000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211842,211952,2016-07-22,"30 sliabh sneath rd, letterkenny, donegal",,Donegal,47000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211864,212054,2016-07-22,"9 cloontagh ave, pound st, carndonagh",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211867,212098,2016-07-22,"lackanmore, ballyjamesduff, county cavan",,Cavan,82000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211871,211835,2016-07-22,"1 meenletterbale, lecamy, lifford",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211887,211990,2016-07-22,"48 beechwood grove, kiltole, convoy",,Donegal,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211974,211969,2016-07-22,"4 marys meadows, glenmakee, carndonagh",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211979,212089,2016-07-22,"gortinreagh, ballindrait, lifford",,Donegal,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211990,211997,2016-07-22,"5 the acres, ballyare, ramelton",,Donegal,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
211996,211949,2016-07-22,"30 cara bay, culdaff, donegal",,Donegal,228000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212123,212126,2016-07-23,"7 clachan mor, high rd, letterkenny",,Donegal,84000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212134,212249,2016-07-25,"68 burnside park, main st lower, letterkenny",,Donegal,24000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212142,212292,2016-07-25,"edenbrone, castleshane, county monaghan",,Monaghan,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212143,212312,2016-07-25,"main street, kingscourt, co cavan",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212159,212286,2016-07-25,"clare, crosserlough, ballyjamesduff",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212183,212334,2016-07-25,"the rectory, tycusker, arva",,Cavan,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212191,212202,2016-07-25,"4 manor crest, glen rd, monaghan",,Monaghan,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212192,212270,2016-07-25,"apt 11, westend, granard rd",,Cavan,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212244,212302,2016-07-25,"hill view, rock cross, farnham rd",,Cavan,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212303,212310,2016-07-25,"linsfort, buncrana, county donegal",,Donegal,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212338,212390,2016-07-26,"21 marine court apts, atlantic way, bundoran",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212355,212408,2016-07-26,"32 carraig fern, buncrana, donegal",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212366,212462,2016-07-26,"95 ballymacool wood, ballymacool, letterkenny",,Donegal,87000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212375,212491,2016-07-26,"drimkeenlan, mountcharles, co donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212391,212484,2016-07-26,"bridge bungalow, malin, donegal",,Donegal,133000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212399,212503,2016-07-26,"meanlargh, gortahork, donegal",,Donegal,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212422,212493,2016-07-26,"drumbuoy house, drumbuoy, lifford",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212436,212425,2016-07-26,"47 swiftbrook glen, virginia, cavan",,Cavan,206500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212527,212722,2016-07-27,"townspark, ballyhassle, co cavan",,Cavan,22500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212540,212693,2016-07-27,"gartinardress, killeshandra, co cavan",,Cavan,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212541,212606,2016-07-27,"4 devenish, russell quay, ballyconnell",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212543,212612,2016-07-27,"42 glenwood park, letterkenny, county donegal",,Donegal,60500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212545,212694,2016-07-27,"garyross, virginia, co cavan",,Cavan,67500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212547,212568,2016-07-27,"20 springfield, cavan",,Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212551,212724,2016-07-27,"trenbane, carndonagh, donegal",,Donegal,77000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212554,212647,2016-07-27,"9 amberwood court, ballyconnell, co. cavan",,Cavan,81000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212607,212620,2016-07-27,"50 the drumlins, virginia, cavan",,Cavan,147500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212611,212578,2016-07-27,"23 sean bhothar, latt, cavan",,Cavan,153000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212621,212639,2016-07-27,"73 swiftbrook glen, virginia, cavan",,Cavan,165500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212654,212697,2016-07-27,"gortree, newtowncunningham, lifford",,Donegal,221000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212727,212944,2016-07-28,"drumcrow, stradone, co cavan",,Cavan,21000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212728,212760,2016-07-28,"14 port road, letterkenny, co donegal",,Donegal,23200.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212736,212768,2016-07-28,"17 ard caoin, manorcunningham, donegal",,Donegal,32000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212762,212772,2016-07-28,"18 beechwood ave ballyjamesduff, ballyjamesduff, cavan",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212775,212946,2016-07-28,"dunaff, clonmany, lifford",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212779,212929,2016-07-28,"buchans cottage, murlog, downings",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212780,212857,2016-07-28,"44 riverrun, lough dooley, belturbet",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212790,212826,2016-07-28,"30 ard ban, muff, donegal",,Donegal,113480.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
212821,212930,2016-07-28,"bunaman, annagry, donegal",,Donegal,146250.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213012,213345,2016-07-29,"meenacloy, dunkineely, co donegal",,Donegal,47232.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213013,213363,2016-07-29,"rockhill, ballintra, co donegal",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213023,213346,2016-07-29,"moneymore, dunlewey, donegal",,Donegal,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213041,213154,2016-07-29,"39 the glebe, donegal town, donegal",,Donegal,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213059,213315,2016-07-29,"drumnoose, milltown, belturbet",,Cavan,82000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213079,212981,2016-07-29,"1 greenhills, manorcunningham, letterkenny",,Donegal,92500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213081,213326,2016-07-29,"hillhall, glaslough, monaghan",,Monaghan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213094,213191,2016-07-29,"53 blackwood ave, the gallopps, latt",,Cavan,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213100,213081,2016-07-29,"2 whitehill, muff, donegal",,Donegal,113500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213116,213082,2016-07-29,"20 lawnsdale, navenny, ballbofey",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213128,213325,2016-07-29,"hillcrest, milford, donegal",,Donegal,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213149,212982,2016-07-29,"1 lios, lisdoonan, carrickmacross",,Monaghan,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213150,213095,2016-07-29,"22 cluain alainn, donaghmoyne rd, carrickmacross",,Monaghan,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213182,213328,2016-07-29,"hornhead road, figart, dunfanaghy",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213204,213334,2016-07-29,"kiltoorish, rosbeg, co donegal",,Donegal,207500.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213265,213329,2016-07-29,"inisfree house, portnoo, donegal",,Donegal,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213287,213265,2016-07-29,"annacroft, carrickmacross, monaghan",,Monaghan,324000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-07-31,Ulster
213382,213386,2016-01-08,"43 marine court, central lane, bundoran",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
213385,213390,2016-01-08,"sea road, bundoran, co donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016-01-31,Ulster
